2017/06/19,16:29:09,temp,28.19,light,0,CO2 ,19
temp,30.66,light,0,CO2 ,19
temp,32.69,light,0,CO2 ,19
temp,32.69,light,0,CO2 ,19
temp,32.69,light,0,CO2 ,19
temp,32.69,light,0,CO2 ,24
temp,32.69,light,0temp,28.06,light,0,CO2 ,29

2017/06/19,16:29:10,temp,29.88,light,0,CO2 ,19

2017/06/19,16:29:12,temp,32.94,light,0,CO2 ,19

2017/06/19,16:29:14,temp,32.69,light,0,CO2 ,24

2017/06/19,16:29:16,temp,32.69,light,0,CO2 ,24

2017/06/19,16:29:18,temp,32.56,light,0,CO2 ,19

2017/06/19,16:29:20,temp,32.56,light,0,CO2 ,29

2017/06/19,16:29:22,temp,32.94,light,0,CO2 ,19

2017/06/19,16:29:24,temp,32.56,light,0,CO2 ,19

2017/06/19,16:29:26,temp,32.69,light,0,CO2 ,19

2017/06/19,16:29:28,temp,32.56,light,0,CO2 ,29

2017/06/19,16:29:30,temp,32.56,light,0,CO2 ,19

2017/06/19,16:29:32,temp,32.94,light,0,CO2 ,19

2017/06/19,16:29:34,temp,32.56,light,0,CO2 ,24

2017/06/19,16:29:36,temp,32.69,light,0,CO2 ,19

2017/06/19,16:29:38,temp,32.69,light,0,CO2 ,19

2017/06/19,16:29:40,temp,32.56,light,0,CO2 ,19

2017/06/19,16:29:42,temp,32.94,light,0,CO2 ,29

2017/06/19,16:29:44,temp,32.69,light,0,CO2 ,19

2017/06/19,16:29:46,temp,32.69,light,0,CO2 ,19

2017/06/19,16:29:48,temp,32.69,light,0,CO2 ,19

2017/06/19,16:29:50,temp,32.56,light,0,CO2 ,19

2017/06/19,16:29:52,temp,32.94,light,0,CO2 ,24

2017/06/19,16:29:55,temp,32.69,light,0,CO2 ,19

2017/06/19,16:29:57,temp,32.69,light,0,CO2 ,19

2017/06/19,16:29:59,temp,32.56,light,0,CO2 ,19

